code,subdistrict,district,province
140512,บางหลวง,บางบาล,พระนครศรีอยุธยา
140513,บางหลวงโดด,บางบาล,พระนครศรีอยุธยา
140514,บางหัก,บางบาล,พระนครศรีอยุธยา
140515,บางชะนี,บางบาล,พระนครศรีอยุธยา
140516,บ้านกุ่ม,บางบาล,พระนครศรีอยุธยา
140601,บ้านเลน,บางปะอิน,พระนครศรีอยุธยา
140602,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา
140603,บ้านโพ,บางปะอิน,พระนครศรีอยุธยา
140604,บ้านกรด,บางปะอิน,พระนครศรีอยุธยา
140605,บางกระสั้น,บางปะอิน,พระนครศรีอยุธยา
140606,คลองจิก,บางปะอิน,พระนครศรีอยุธยา
140607,บ้านหว้า,บางปะอิน,พระนครศรีอยุธยา
140608,วัดยม,บางปะอิน,พระนครศรีอยุธยา
140609,บางประแดง,บางปะอิน,พระนครศรีอยุธยา
140610,สามเรือน,บางปะอิน,พระนครศรีอยุธยา
140611,เกาะเกิด,บางปะอิน,พระนครศรีอยุธยา
140612,บ้านพลับ,บางปะอิน,พระนครศรีอยุธยา
140613,บ้านแป้ง,บางปะอิน,พระนครศรีอยุธยา
140614,คุ้งลาน,บางปะอิน,พระนครศรีอยุธยา
140615,ตลิ่งชัน,บางปะอิน,พระนครศรีอยุธยา
140616,บ้านสร้าง,บางปะอิน,พระนครศรีอยุธยา
140618,ขนอนหลวง,บางปะอิน,พระนครศรีอยุธยา
140701,บางปะหัน,บางปะหัน,พระนครศรีอยุธยา
140702,ขยาย,บางปะหัน,พระนครศรีอยุธยา
140703,บางเดื่อ,บางปะหัน,พระนครศรีอยุธยา
140704,เสาธง,บางปะหัน,พระนครศรีอยุธยา
140705,ทางกลาง,บางปะหัน,พระนครศรีอยุธยา
140706,บางเพลิง,บางปะหัน,พระนครศรีอยุธยา
140707,หันสัง,บางปะหัน,พระนครศรีอยุธยา
140708,บางนางร้า,บางปะหัน,พระนครศรีอยุธยา
140709,ตานิม,บางปะหัน,พระนครศรีอยุธยา
140710,ทับน้ำ,บางปะหัน,พระนครศรีอยุธยา
140711,บ้านม้า,บางปะหัน,พระนครศรีอยุธยา
140712,ขวัญเมือง,บางปะหัน,พระนครศรีอยุธยา
140713,บ้านลี่,บางปะหัน,พระนครศรีอยุธยา
140714,โพธิ์สามต้น,บางปะหัน,พระนครศรีอยุธยา
